186|1011|115.231.26.213|www|bajiedns.com|1|http|80|/
201|17315|1.1.1.1|www|ceshi.com|1|http|80|/
208|37060|139.129.140.212|www|yunhelp.net|1|http|80|/
207|37050|115.231.26.217|ns|ttspace.xyz|2|http|53|/
207|37049|115.231.175.89|ns|ttspace.xyz|2|http|53|/
207|37051|117.27.250.110|ns|ttspace.xyz|2|http|53|/
207|37052|122.226.163.197|ns|ttspace.xyz|2|http|53|/
207|37053|115.231.26.218|ns|ttspace.xyz|2|http|53|/
207|37054|115.231.174.58|ns|ttspace.xyz|2|http|53|/
209|37059|139.129.140.212|@|yunhelp.net|1|@.yunhelp.net|80|/
